Date,Depth_to_Groundwater_P25
2012-03-09,-28.32
2012-03-10,-28.35
2012-03-11,-28.24
2012-03-12,-28.27
2012-03-13,-28.31
2012-03-14,-28.31
2012-03-15,-28.34
2012-03-16,-28.37
2012-03-17,-28.38
2012-03-18,-28.37
2012-03-19,-28.36
2012-03-20,-28.41
2012-03-21,-28.41
2012-03-22,-28.43
2012-03-23,-28.44
2012-03-24,-28.48
2012-03-25,-28.52
2012-03-26,-28.55
2012-03-27,-28.56
2012-03-28,-28.57
2012-03-29,-28.57
2012-03-30,-28.58
2012-03-31,-28.63
2012-04-01,-28.66
2012-04-02,-28.66
2012-04-03,-28.64
2012-04-04,-28.64
2012-04-05,-28.65
2012-04-06,-28.67
2012-04-07,-28.64
2012-04-08,-28.61
2012-04-09,-28.64
2012-04-10,-28.65
2012-04-11,-28.61
2012-04-12,-28.66
2012-04-13,-28.6
2012-04-14,-28.61
2012-04-15,-28.69
2012-04-16,-28.72
2012-04-17,-28.75
2012-04-18,-28.71
2012-04-19,-28.72
2012-04-20,-28.72
2012-04-21,-28.8
2012-04-22,-28.78
2012-04-23,-28.75
2012-04-24,-28.7
2012-04-25,-28.71
2012-04-26,-28.73
2012-04-27,-28.67
2012-04-28,-28.73
2012-04-29,-28.75
2012-04-30,-28.67
2012-05-01,-28.62
2012-05-02,-28.65
2012-05-03,-28.68
2012-05-04,-28.68
2012-05-05,-28.73
2012-05-06,-28.65
2012-05-07,-28.59
2012-05-08,-28.61
2012-05-09,-28.61
2012-05-10,-28.66
2012-05-11,-28.7
2012-05-12,-28.72
2012-05-13,-28.66
2012-05-14,-28.58
2012-05-15,-28.58
2012-05-16,-28.65
2012-05-17,-28.68
2012-05-18,-28.66
2012-05-19,-28.7
2012-05-20,-28.63
2012-05-21,-28.48
2012-05-22,-28.52
2012-05-23,-28.53
2012-05-24,-28.55
2012-05-25,-28.58
2012-05-26,-28.61
2012-05-27,-28.59
2012-05-28,-28.59
2012-05-29,-28.54
2012-05-30,-28.57
2012-05-31,-28.61
2012-06-01,-28.6
2012-06-02,-28.61
2012-06-03,-28.62
2012-06-04,-28.59
2012-06-05,-28.54
2012-06-06,-28.59
2012-06-07,-28.6
2012-06-08,-28.64
2012-06-09,-28.61
2012-06-10,-28.66
2012-06-11,-28.59
2012-06-12,-28.55
2012-06-13,-28.61
2012-06-14,-28.68
2012-06-15,-28.78
2012-06-16,-28.85
2012-06-17,-28.92
2012-06-18,-28.97
2012-06-19,-29.06
2012-06-20,-29.13
2012-06-21,-29.21
2012-06-22,-29.31
2012-06-23,-29.35
2012-06-24,-29.34
2012-06-25,-29.34
2012-06-26,-29.39625
2012-06-27,-29.4525
2012-06-28,-29.50875
2012-06-29,-29.564999999999998
2012-06-30,-29.62125
2012-07-01,-29.6775
2012-07-02,-29.73375
2012-07-03,-29.79
2012-07-04,-29.87
2012-07-05,-29.98
2012-07-06,-30.07
2012-07-07,-30.15
2012-07-08,-30.24
2012-07-09,-30.32
2012-07-10,-30.49
2012-07-11,-30.61
2012-07-12,-30.7
2012-07-13,-30.76
2012-07-14,-30.85
2012-07-15,-30.93
2012-07-16,-31.01
2012-07-17,-31.06
2012-07-18,-31.12
2012-07-19,-31.2
2012-07-20,-31.25
2012-07-21,-31.31
2012-07-22,-31.34
2012-07-23,-31.32
2012-07-24,-31.28
2012-07-25,-31.32
2012-07-26,-31.39
2012-07-27,-31.48
2012-07-28,-31.57
2012-07-29,-31.65
2012-07-30,-31.73
2012-07-31,-31.81
2012-08-01,-31.88
2012-08-02,-31.94
2012-08-03,-32.02
2012-08-04,-32.1
2012-08-05,-32.17
2012-08-06,-32.25
2012-08-07,-32.31
2012-08-08,-32.36
2012-08-09,-32.42
2012-08-10,-32.47
2012-08-11,-32.52
2012-08-12,-32.55
2012-08-13,-32.58
2012-08-14,-32.64
2012-08-15,-32.67
2012-08-16,-32.66
2012-08-17,-32.74
2012-08-18,-32.78
2012-08-19,-32.81
2012-08-20,-32.83
2012-08-21,-32.87
2012-08-22,-32.91
2012-08-23,-32.94
2012-08-24,-32.98
2012-08-25,-33.03
2012-08-26,-33.05
2012-08-27,-33.07
2012-08-28,-33.04
2012-08-29,-33.1
2012-08-30,-33.12
2012-08-31,-33.14
2012-09-01,-33.14
2012-09-02,-33.07
2012-09-03,-33.02
2012-09-04,-32.98
2012-09-05,-33.0
2012-09-06,-33.03
2012-09-07,-33.06
2012-09-08,-33.06
2012-09-09,-33.14
2012-09-10,-33.17
2012-09-11,-33.21
2012-09-12,-33.2
2012-09-13,-33.14
2012-09-14,-33.13
2012-09-15,-33.2
2012-09-16,-33.22
2012-09-17,-33.05
2012-09-18,-33.03
2012-09-19,-33.07
2012-09-20,-33.2
2012-09-21,-33.22
2012-09-22,-33.23
2012-09-23,-33.22
2012-09-24,-33.24
2012-09-25,-33.29
2012-09-26,-33.33
2012-09-27,-33.36
2012-09-28,-33.39
2012-09-29,-33.39
2012-09-30,-33.4
2012-10-01,-33.38
2012-10-02,-33.43
2012-10-03,-33.46
2012-10-04,-33.45
2012-10-05,-33.49
2012-10-06,-33.53
2012-10-07,-33.51
2012-10-08,-33.51
2012-10-09,-33.54
2012-10-10,-33.55
2012-10-11,-33.56
2012-10-12,-33.58
2012-10-13,-33.62
2012-10-14,-33.61
2012-10-15,-33.57
2012-10-16,-33.55
2012-10-17,-33.61
2012-10-18,-33.59
2012-10-19,-33.6
2012-10-20,-33.61
2012-10-21,-33.63
2012-10-22,-33.65
2012-10-23,-33.68
2012-10-24,-33.7
2012-10-25,-33.7
2012-10-26,-33.65
2012-10-27,-33.66
2012-10-28,-33.71
2012-10-29,-33.71
2012-10-30,-33.69
2012-10-31,-33.66
2012-11-01,-33.68
2012-11-02,-33.71
2012-11-03,-33.71
2012-11-04,-33.63
2012-11-05,-33.61
2012-11-06,-33.61
2012-11-07,-33.68
2012-11-08,-33.64
2012-11-09,-33.63
2012-11-10,-33.63
2012-11-11,-33.62
2012-11-12,-33.61
2012-11-13,-33.63
2012-11-14,-33.5
2012-11-15,-33.18
2012-11-16,-33.06
2012-11-17,-33.01
2012-11-18,-32.96
2012-11-19,-32.93
2012-11-20,-32.89
2012-11-21,-32.84
2012-11-22,-32.83
2012-11-23,-32.74
2012-11-24,-32.73
2012-11-25,-32.68
2012-11-26,-32.59
2012-11-27,-32.56
2012-11-28,-32.41
2012-11-29,-32.4
2012-11-30,-32.46
2012-12-01,-32.42
2012-12-02,-32.31
2012-12-03,-32.3
2012-12-04,-32.14
2012-12-05,-32.11
2012-12-06,-32.13
2012-12-07,-32.07
2012-12-08,-31.95
2012-12-09,-31.98
2012-12-10,-31.83
2012-12-11,-31.84
2012-12-12,-31.85
2012-12-13,-31.83
2012-12-14,-31.7
2012-12-15,-31.61
2012-12-16,-31.59
2012-12-17,-31.52
2012-12-18,-31.53
2012-12-19,-31.54
2012-12-20,-31.44
2012-12-21,-31.37
2012-12-22,-31.38
2012-12-23,-31.34
2012-12-24,-31.26
2012-12-25,-31.18
2012-12-26,-31.04
2012-12-27,-31.04
2012-12-28,-30.99
2012-12-29,-30.99
2012-12-30,-30.93
2012-12-31,-30.9
2013-01-01,-30.81
2013-01-02,-30.76
2013-01-03,-30.82
2013-01-04,-30.72
2013-01-05,-30.59
2013-01-06,-30.56
2013-01-07,-30.51
2013-01-08,-30.46
2013-01-09,-30.39
2013-01-10,-30.27
2013-01-11,-30.24
2013-01-12,-30.29
2013-01-13,-30.18
2013-01-14,-30.14
2013-01-15,-30.14
2013-01-16,-29.97
2013-01-17,-29.98
2013-01-18,-29.97
2013-01-19,-29.97
2013-01-20,-29.85
2013-01-21,-29.81
2013-01-22,-29.84
2013-01-23,-29.81
2013-01-24,-29.68
2013-01-25,-29.68
2013-01-26,-29.7
2013-01-27,-29.65
2013-01-28,-29.56
2013-01-29,-29.55
2013-01-30,-29.51
2013-01-31,-29.4
2013-02-01,-29.3
2013-02-02,-29.06
2013-02-03,-29.15
2013-02-04,-29.2
2013-02-05,-29.11
2013-02-06,-28.89
2013-02-07,-28.88
2013-02-08,-28.85
2013-02-09,-28.85
2013-02-10,-28.79
2013-02-11,-28.63
2013-02-12,-28.58
2013-02-13,-28.57
2013-02-14,-28.55
2013-02-15,-28.45
2013-02-16,-28.42
2013-02-17,-28.3
2013-02-18,-28.22
2013-02-19,-28.14
2013-02-20,-28.07
2013-02-21,-27.92
2013-02-22,-27.85
2013-02-23,-27.81
2013-02-24,-27.78
2013-02-25,-27.78
2013-02-26,-27.74
2013-02-27,-27.7
2013-02-28,-27.66
2013-03-01,-27.58
2013-03-02,-27.47
2013-03-03,-27.43
2013-03-04,-27.4
2013-03-05,-27.33
2013-03-06,-27.15
2013-03-07,-27.09
2013-03-08,-27.02
2013-03-09,-26.97
2013-03-10,-26.9
2013-03-11,-26.82
2013-03-12,-26.78
2013-03-13,-26.71
2013-03-14,-26.59
2013-03-15,-26.67
2013-03-16,-26.74
2013-03-17,-26.63
2013-03-18,-26.39
2013-03-19,-26.42
2013-03-20,-26.39
2013-03-21,-26.37
2013-03-22,-26.33
2013-03-23,-26.26
2013-03-24,-26.12
2013-03-25,-26.0
2013-03-26,-26.0
2013-03-27,-26.01
2013-03-28,-26.05
2013-03-29,-25.87
2013-03-30,-25.79
2013-03-31,-25.72
2013-04-01,-25.64
2013-04-02,-25.5
2013-04-03,-25.51
2013-04-04,-25.47
2013-04-05,-25.38
2013-04-06,-25.41
2013-04-07,-25.37
2013-04-08,-25.31
2013-04-09,-25.24
2013-04-10,-25.2
2013-04-11,-25.18
2013-04-12,-25.12
2013-04-13,-25.11
2013-04-14,-25.08
2013-04-15,-25.08
2013-04-16,-24.93
2013-04-17,-24.92
2013-04-18,-24.83
2013-04-19,-24.71
2013-04-20,-24.66
2013-04-21,-24.55
2013-04-22,-24.47
2013-04-23,-24.52
2013-04-24,-24.5
2013-04-25,-24.42
2013-04-26,-24.33
2013-04-27,-24.24
2013-04-28,-24.25
2013-04-29,-24.23
2013-04-30,-24.24
2013-05-01,-24.15
2013-05-02,-24.08
2013-05-03,-24.01
2013-05-04,-24.04
2013-05-05,-24.01
2013-05-06,-23.86
2013-05-07,-23.82
2013-05-08,-23.79
2013-05-09,-23.8
2013-05-10,-23.75
2013-05-11,-23.71
2013-05-12,-23.68
2013-05-13,-23.66
2013-05-14,-23.74
2013-05-15,-23.74
2013-05-16,-23.56
2013-05-17,-23.52
2013-05-18,-23.61
2013-05-19,-23.56
2013-05-20,-23.57
2013-05-21,-23.56
2013-05-22,-23.4
2013-05-23,-23.37
2013-05-24,-23.39
2013-05-25,-23.37
2013-05-26,-23.3
2013-05-27,-23.28
2013-05-28,-23.19
2013-05-29,-23.17
2013-05-30,-23.18
2013-05-31,-23.1
2013-06-01,-23.11
2013-06-02,-23.11
2013-06-03,-23.05
2013-06-04,-23.04
2013-06-05,-23.06
2013-06-06,-23.05
2013-06-07,-23.0
2013-06-08,-22.96
2013-06-09,-22.84
2013-06-10,-22.74
2013-06-11,-22.7
2013-06-12,-22.69
2013-06-13,-22.72
2013-06-14,-22.67
2013-06-15,-22.68
2013-06-16,-22.66
2013-06-17,-22.61
2013-06-18,-22.63
2013-06-19,-22.58
2013-06-20,-22.54
2013-06-21,-22.52
2013-06-22,-22.54
2013-06-23,-22.45
2013-06-24,-22.38
2013-06-25,-22.25
2013-06-26,-22.21
2013-06-27,-22.16
2013-06-28,-22.14
2013-06-29,-22.02
2013-06-30,-22.0
2013-07-01,-21.98
2013-07-02,-22.08
2013-07-03,-22.11
2013-07-04,-22.11
2013-07-05,-22.03
2013-07-06,-22.1
2013-07-07,-22.13
2013-07-08,-22.16
2013-07-09,-22.14
2013-07-10,-22.13
2013-07-11,-22.14
2013-07-12,-22.07
2013-07-13,-22.05
2013-07-14,-22.03
2013-07-15,-22.03
2013-07-16,-22.07
2013-07-17,-22.09
2013-07-18,-22.1
2013-07-19,-22.08
2013-07-20,-21.87
2013-07-21,-21.79
2013-07-22,-21.89
2013-07-23,-21.95
2013-07-24,-22.06
2013-07-25,-22.13
2013-07-26,-22.17
2013-07-27,-22.27
2013-07-28,-22.27
2013-07-29,-22.25
2013-07-30,-22.22
2013-07-31,-22.22
2013-08-01,-22.26
2013-08-02,-22.31
2013-08-03,-22.39
2013-08-04,-22.45
2013-08-05,-22.43
2013-08-06,-22.51
2013-08-07,-22.55
2013-08-08,-22.55
2013-08-09,-22.51
2013-08-10,-22.48
2013-08-11,-22.45
2013-08-12,-22.46
2013-08-13,-22.49
2013-08-14,-22.54
2013-08-15,-22.47
2013-08-16,-22.42
2013-08-17,-22.51
2013-08-18,-22.52
2013-08-19,-22.53
2013-08-20,-22.51
2013-08-21,-22.51
2013-08-22,-22.54
2013-08-23,-22.64
2013-08-24,-22.64
2013-08-25,-22.48
2013-08-26,-22.43
2013-08-27,-22.53
2013-08-28,-22.51
2013-08-29,-22.57
2013-08-30,-22.61
2013-08-31,-22.66
2013-09-01,-22.65
2013-09-02,-22.66
2013-09-03,-22.74
2013-09-04,-22.82
2013-09-05,-22.84
2013-09-06,-22.86
2013-09-07,-22.91
2013-09-08,-22.88
2013-09-09,-22.77
2013-09-10,-22.73
2013-09-11,-22.72
2013-09-12,-22.72
2013-09-13,-22.74
2013-09-14,-22.81
2013-09-15,-22.78
2013-09-16,-22.7
2013-09-17,-22.69
2013-09-18,-22.75
2013-09-19,-22.78
2013-09-20,-22.9
2013-09-21,-23.01
2013-09-22,-23.04
2013-09-23,-23.02
2013-09-24,-23.02
2013-09-25,-23.01
2013-09-26,-23.02
2013-09-27,-23.0
2013-09-28,-23.01
2013-09-29,-22.97
2013-09-30,-22.85
2013-10-01,-22.89
2013-10-02,-22.95
2013-10-03,-23.05
2013-10-04,-23.06
2013-10-05,-22.94
2013-10-06,-22.89
2013-10-07,-22.9
2013-10-08,-22.89
2013-10-09,-22.86
2013-10-10,-22.82
2013-10-11,-22.8
2013-10-12,-22.86
2013-10-13,-22.84
2013-10-14,-22.82
2013-10-15,-22.79
2013-10-16,-22.71
2013-10-17,-22.92
2013-10-18,-22.9
2013-10-19,-22.94
2013-10-20,-22.96
2013-10-21,-22.89
2013-10-22,-22.88
2013-10-23,-22.88
2013-10-24,-22.86
2013-10-25,-22.86
2013-10-26,-22.88
2013-10-27,-22.86
2013-10-28,-22.83
2013-10-29,-22.87
2013-10-30,-22.87
2013-10-31,-22.88
2013-11-01,-22.9
2013-11-02,-22.83
2013-11-03,-22.8
2013-11-04,-22.72
2013-11-05,-22.68
2013-11-06,-22.8
2013-11-07,-22.92
2013-11-08,-22.89
2013-11-09,-22.78
2013-11-10,-22.7
2013-11-11,-22.68
2013-11-12,-22.89
2013-11-13,-22.93
2013-11-14,-22.93
2013-11-15,-22.88
2013-11-16,-22.92
2013-11-17,-22.86
2013-11-18,-22.78
2013-11-19,-22.6
2013-11-20,-22.62
2013-11-21,-22.56
2013-11-22,-22.5
2013-11-23,-22.48
2013-11-24,-22.5
2013-11-25,-22.54
2013-11-26,-22.52
2013-11-27,-22.5
2013-11-28,-22.48
2013-11-29,-22.42
2013-11-30,-22.35
2013-12-01,-22.26
2013-12-02,-22.25
2013-12-03,-22.28
2013-12-04,-22.28
2013-12-05,-22.22
2013-12-06,-22.09
2013-12-07,-22.16
2013-12-08,-22.16
2013-12-09,-22.11
2013-12-10,-22.11
2013-12-11,-22.13
2013-12-12,-22.03
2013-12-13,-21.97
2013-12-14,-21.97
2013-12-15,-21.92
2013-12-16,-21.91
2013-12-17,-21.9
2013-12-18,-21.83
2013-12-19,-21.82
2013-12-20,-21.84
2013-12-21,-21.9
2013-12-22,-21.81
2013-12-23,-21.7
2013-12-24,-21.68
2013-12-25,-21.59
2013-12-26,-21.32
2013-12-27,-21.51
2013-12-28,-21.6
2013-12-29,-21.58
2013-12-30,-21.58
2013-12-31,-21.6
2014-01-01,-21.6
2014-01-02,-21.52
2014-01-03,-21.56
2014-01-04,-21.54
2014-01-05,-21.44
2014-01-06,-21.53
2014-01-07,-21.61
2014-01-08,-21.61
2014-01-09,-21.57
2014-01-10,-21.51
2014-01-11,-21.53
2014-01-12,-21.52
2014-01-13,-21.51
2014-01-14,-21.4
2014-01-15,-21.44
2014-01-16,-21.52
2014-01-17,-21.48
2014-01-18,-21.5
2014-01-19,-21.43
2014-01-20,-21.4
2014-01-21,-21.37
2014-01-22,-21.48
2014-01-23,-21.5
2014-01-24,-21.4
2014-01-25,-21.46
2014-01-26,-21.45
2014-01-27,-21.37
2014-01-28,-21.37
2014-01-29,-21.45
2014-01-30,-21.46
2014-01-31,-21.56
2014-02-01,-21.53
2014-02-02,-21.51
2014-02-03,-21.5
2014-02-04,-21.51
2014-02-05,-21.49
2014-02-06,-21.47
2014-02-07,-21.53
2014-02-08,-21.49
2014-02-09,-21.43
2014-02-10,-21.43
2014-02-11,-21.35
2014-02-12,-21.34
2014-02-13,-21.34
2014-02-14,-21.23
2014-02-15,-21.23
2014-02-16,-21.2
2014-02-17,-21.13
2014-02-18,-20.99
2014-02-19,-20.84
2014-02-20,-20.67
2014-02-21,-20.6
2014-02-22,-20.51
2014-02-23,-20.46
2014-02-24,-20.36
2014-02-25,-20.29
2014-02-26,-20.28
2014-02-27,-20.25
2014-02-28,-20.13
2014-03-01,-20.01
2014-03-02,-19.96
2014-03-03,-19.95
2014-03-04,-19.87
2014-03-05,-20.06
2014-03-06,-20.06
2014-03-07,-19.94
2014-03-08,-19.93
2014-03-09,-19.86
2014-03-10,-19.88
2014-03-11,-19.83
2014-03-12,-19.82
2014-03-13,-19.8
2014-03-14,-19.81
2014-03-15,-19.76
2014-03-16,-19.68
2014-03-17,-19.65
2014-03-18,-19.58
2014-03-19,-19.46
2014-03-20,-19.56
2014-03-21,-19.57
2014-03-22,-19.53
2014-03-23,-19.38
2014-03-24,-19.32
2014-03-25,-19.41
2014-03-26,-19.39
2014-03-27,-19.43
2014-03-28,-19.47
2014-03-29,-19.56
2014-03-30,-19.44
2014-03-31,-19.47
2014-04-01,-19.464
2014-04-02,-19.458
2014-04-03,-19.451999999999998
2014-04-04,-19.445999999999998
2014-04-05,-19.439999999999998
2014-04-06,-19.434
2014-04-07,-19.428
2014-04-08,-19.422
2014-04-09,-19.416
2014-04-10,-19.41
2014-04-11,-19.41
2014-04-12,-19.4
2014-04-13,-19.4
2014-04-14,-19.34
2014-04-15,-19.33
2014-04-16,-19.34
2014-04-17,-19.27
2014-04-18,-19.25
2014-04-19,-19.24
2014-04-20,-19.17
2014-04-21,-19.15
2014-04-22,-19.24
2014-04-23,-19.23
2014-04-24,-19.28
2014-04-25,-19.25
2014-04-26,-19.24
2014-04-27,-19.13
2014-04-28,-19.16
2014-04-29,-19.19
2014-04-30,-19.23
2014-05-01,-19.17
2014-05-02,-19.12
2014-05-03,-19.1
2014-05-04,-19.14
2014-05-05,-19.3
2014-05-06,-19.34
2014-05-07,-19.32
2014-05-08,-19.3
2014-05-09,-19.33
2014-05-10,-19.36
2014-05-11,-19.31
2014-05-12,-19.29
2014-05-13,-19.31
2014-05-14,-19.28
2014-05-15,-19.34
2014-05-16,-19.32
2014-05-17,-19.37
2014-05-18,-19.38
2014-05-19,-19.38
2014-05-20,-19.38
2014-05-21,-19.39
2014-05-22,-19.41
2014-05-23,-19.37
2014-05-24,-19.46
2014-05-25,-19.45
2014-05-26,-19.38
2014-05-27,-19.43
2014-05-28,-19.41
2014-05-29,-19.48
2014-05-30,-19.5
2014-05-31,-19.52
2014-06-01,-19.51
2014-06-02,-19.51
2014-06-03,-19.52
2014-06-04,-19.5
2014-06-05,-19.5
2014-06-06,-19.58
2014-06-07,-19.62
2014-06-08,-19.69
2014-06-09,-19.67
2014-06-10,-19.71
2014-06-11,-19.75
2014-06-12,-19.78
2014-06-13,-19.7
2014-06-14,-19.65
2014-06-15,-19.6
2014-06-16,-19.53
2014-06-17,-19.51
2014-06-18,-19.56
2014-06-19,-19.61
2014-06-20,-19.6
2014-06-21,-19.75
2014-06-22,-19.84
2014-06-23,-19.92
2014-06-24,-19.89
2014-06-25,-19.88
2014-06-26,-19.9
2014-06-27,-19.94
2014-06-28,-20.08
2014-06-29,-20.05
2014-06-30,-20.05
2014-07-01,-20.04
2014-07-02,-20.1
2014-07-03,-20.17
2014-07-04,-20.19
2014-07-05,-20.24
2014-07-06,-20.27
2014-07-07,-20.31
2014-07-08,-20.21
2014-07-09,-20.19
2014-07-10,-20.12
2014-07-11,-20.12
2014-07-12,-20.23
2014-07-13,-20.24
2014-07-14,-20.18
2014-07-15,-20.17
2014-07-16,-20.23
2014-07-17,-20.32
2014-07-18,-20.38
2014-07-19,-20.44
2014-07-20,-20.46
2014-07-21,-20.38
2014-07-22,-20.27
2014-07-23,-20.31
2014-07-24,-20.35
2014-07-25,-20.36
2014-07-26,-20.33
2014-07-27,-20.23
2014-07-28,-20.34
2014-07-29,-20.3
2014-07-30,-20.33
2014-07-31,-20.34
2014-08-01,-20.39
2014-08-02,-20.42
2014-08-03,-20.41
2014-08-04,-20.41
2014-08-05,-20.42
2014-08-06,-20.38
2014-08-07,-20.4
2014-08-08,-20.49
2014-08-09,-20.55
2014-08-10,-20.54
2014-08-11,-20.58
2014-08-12,-20.6
2014-08-13,-20.62
2014-08-14,-20.65
2014-08-15,-20.57
2014-08-16,-20.62
2014-08-17,-20.62
2014-08-18,-20.64
2014-08-19,-20.69
2014-08-20,-20.67
2014-08-21,-20.67
2014-08-22,-20.75
2014-08-23,-20.76
2014-08-24,-20.67
2014-08-25,-20.65
2014-08-26,-20.63
2014-08-27,-20.63
2014-08-28,-20.66
2014-08-29,-20.74
2014-08-30,-20.8
2014-08-31,-20.77
2014-09-01,-20.67
2014-09-02,-20.7
2014-09-03,-20.74
2014-09-04,-20.71
2014-09-05,-20.79
2014-09-06,-20.77
2014-09-07,-20.79
2014-09-08,-20.8
2014-09-09,-20.86
2014-09-10,-20.89
2014-09-11,-20.8
2014-09-12,-20.8
2014-09-13,-20.85
2014-09-14,-20.84
2014-09-15,-20.86
2014-09-16,-20.85
2014-09-17,-20.87
2014-09-18,-20.89
2014-09-19,-20.99
2014-09-20,-20.92
2014-09-21,-20.87
2014-09-22,-20.84
2014-09-23,-20.89
2014-09-24,-20.94
2014-09-25,-20.9
2014-09-26,-20.9
2014-09-27,-21.0
2014-09-28,-21.02
2014-09-29,-20.99
2014-09-30,-20.98
2014-10-01,-20.99
2014-10-02,-20.93
2014-10-03,-20.94
2014-10-04,-20.98
2014-10-05,-20.95
2014-10-06,-20.96
2014-10-07,-21.02
2014-10-08,-21.03
2014-10-09,-21.08
2014-10-10,-21.06
2014-10-11,-21.11
2014-10-12,-21.08
2014-10-13,-21.05
2014-10-14,-20.99
2014-10-15,-21.03
2014-10-16,-21.09
2014-10-17,-21.16
2014-10-18,-21.2
2014-10-19,-21.24
2014-10-20,-21.2
2014-10-21,-21.16
2014-10-22,-21.13
2014-10-23,-21.21
2014-10-24,-21.25
2014-10-25,-21.33
2014-10-26,-21.39
2014-10-27,-21.38
2014-10-28,-21.38
2014-10-29,-21.35
2014-10-30,-21.38
2014-10-31,-21.41
2014-11-01,-21.44
2014-11-02,-21.43
2014-11-03,-21.39
2014-11-04,-21.35
2014-11-05,-21.3
2014-11-06,-21.47
2014-11-07,-21.4
2014-11-08,-21.44
2014-11-09,-21.46
2014-11-10,-21.45
2014-11-11,-21.34
2014-11-12,-21.31
2014-11-13,-21.34
2014-11-14,-21.45
2014-11-15,-21.4
2014-11-16,-21.4
2014-11-17,-21.36
2014-11-18,-21.41
2014-11-19,-21.43
2014-11-20,-21.54
2014-11-21,-21.5
2014-11-22,-21.47
2014-11-23,-21.47
2014-11-24,-21.47
2014-11-25,-21.46
2014-11-26,-21.45
2014-11-27,-21.43
2014-11-28,-21.44
2014-11-29,-21.51
2014-11-30,-21.44
2014-12-01,-21.38
2014-12-02,-21.42
2014-12-03,-21.4
2014-12-04,-21.44
2014-12-05,-21.46
2014-12-06,-21.47
2014-12-07,-21.43
2014-12-08,-21.43
2014-12-09,-21.44
2014-12-10,-21.49
2014-12-11,-21.48
2014-12-12,-21.48
2014-12-13,-21.42
2014-12-14,-21.39
2014-12-15,-21.38
2014-12-16,-21.28
2014-12-17,-21.3
2014-12-18,-21.36
2014-12-19,-21.38
2014-12-20,-21.35
2014-12-21,-21.34
2014-12-22,-21.35
2014-12-23,-21.33
2014-12-24,-21.28
2014-12-25,-21.17
2014-12-26,-21.08
2014-12-27,-21.1
2014-12-28,-21.03
2014-12-29,-21.21
2014-12-30,-21.27
2014-12-31,-21.29
2015-01-01,-21.32
2015-01-02,-21.24
2015-01-03,-21.22
2015-01-04,-21.18
2015-01-05,-21.27
2015-01-06,-21.14
2015-01-07,-21.2
2015-01-08,-21.24
2015-01-09,-21.23
2015-01-10,-21.16
2015-01-11,-21.06
2015-01-12,-21.22
2015-01-13,-21.21
2015-01-14,-21.14
2015-01-15,-21.13
2015-01-16,-21.11
2015-01-17,-21.08
2015-01-18,-21.09
2015-01-19,-21.09
2015-01-20,-21.02
2015-01-21,-21.04
2015-01-22,-21.05
2015-01-23,-21.04
2015-01-24,-21.1
2015-01-25,-21.13
2015-01-26,-21.18
2015-01-27,-21.17
2015-01-28,-21.15
2015-01-29,-21.08
2015-01-30,-20.88
2015-01-31,-21.02
2015-02-01,-21.09
2015-02-02,-21.16
2015-02-03,-21.1
2015-02-04,-21.04
2015-02-05,-21.0
2015-02-06,-21.04
2015-02-07,-21.23
2015-02-08,-21.15
2015-02-09,-21.23
2015-02-10,-21.18
2015-02-11,-21.14
2015-02-12,-21.12
2015-02-13,-21.09
2015-02-14,-21.06
2015-02-15,-21.0
2015-02-16,-21.01
2015-02-17,-21.09
2015-02-18,-21.17
2015-02-19,-21.16
2015-02-20,-21.09
2015-02-21,-20.99
2015-02-22,-20.87
2015-02-23,-20.91
2015-02-24,-20.86
2015-02-25,-20.92
2015-02-26,-20.97
2015-02-27,-20.92
2015-02-28,-20.99
2015-03-01,-20.95
2015-03-02,-20.89
2015-03-03,-20.84
2015-03-04,-20.89
2015-03-05,-20.82
2015-03-06,-20.9
2015-03-07,-20.92
2015-03-08,-20.83
2015-03-09,-20.81
2015-03-10,-20.85
2015-03-11,-20.84
2015-03-12,-20.8
2015-03-13,-20.75
2015-03-14,-20.79
2015-03-15,-20.75
2015-03-16,-20.75
2015-03-17,-20.78
2015-03-18,-20.84
2015-03-19,-20.84
2015-03-20,-20.84
2015-03-21,-20.8
2015-03-22,-20.74
2015-03-23,-20.71
2015-03-24,-20.71
2015-03-25,-20.54
2015-03-26,-20.68
2015-03-27,-20.77
2015-03-28,-20.78
2015-03-29,-20.73
2015-03-30,-20.67
2015-03-31,-20.67
2015-04-01,-20.7
2015-04-02,-20.66
2015-04-03,-20.73
2015-04-04,-20.65
2015-04-05,-20.57
2015-04-06,-20.56
2015-04-07,-20.67
2015-04-08,-20.62
2015-04-09,-20.64
2015-04-10,-20.62
2015-04-11,-20.64
2015-04-12,-20.58
2015-04-13,-20.58
2015-04-14,-20.57
2015-04-15,-20.56
2015-04-16,-20.58
2015-04-17,-20.54
2015-04-18,-20.45
2015-04-19,-20.52
2015-04-20,-20.48
2015-04-21,-20.58
2015-04-22,-20.61
2015-04-23,-20.51
2015-04-24,-20.39
2015-04-25,-20.41
2015-04-26,-20.35
2015-04-27,-20.26
2015-04-28,-20.23
2015-04-29,-20.28
2015-04-30,-20.28
2015-05-01,-20.23
2015-05-02,-20.17
2015-05-03,-20.2
2015-05-04,-20.23
2015-05-05,-20.24
2015-05-06,-20.26
2015-05-07,-20.26
2015-05-08,-20.31
2015-05-09,-20.33
2015-05-10,-20.37
2015-05-11,-20.37
2015-05-12,-20.38
2015-05-13,-20.4
2015-05-14,-20.33
2015-05-15,-20.33
